"Ид","Название","Город","Место","Рейтинг","ТРК по БС"
"72226","Опистоконты","Екатеринбург","1174","2778","3403"
"65870","НИИ ПУ","Тула","1175","2777","3077"
"42588","Щебень","Владимир","1176","2776","3013"
"68393","Форель форейтора 2","Тула","1177","2774","3591"
"51440","Паноптикум","Калининград","1178","2770","3770"
"71316","Три сотоны","Южно-Сахалинск","1179","2769","3076"
"52964","Капотунские первопроходимцы","Рига","1180","2762","2600"
"68299","Валера","Санкт-Петербург","1181","2759","3230"
"65980","Au Renoir","Париж","1182","2756","3413"
"66011","Ну хоть Боуи ещё держится","Томск","1184","2756","3377"
"67674","GOL","Одесса","1183","2756","3138"
"580","Крутая извилина","Хайфа","1185","2752","0"
"65813","Наш дом - Содом","Гомель","1186","2752","3244"
"6506","Агдам","Воронеж","1187","2751","2748"
"1067","Капитанская дочка","Липецк","1188","2750","2160"
"69614","Три с половиной человека","Херцег-Нови","1189","2750","3134"
"67474","Манускрипт Войнича","Саров","9999","2747","3434"
"65230","Инфа-сотка","Караганда","1190","2746","2822"
"41816","Windows 95","Вильнюс","1191","2745","0"
"60977","Малютки-медовары","Пермь","1192","2745","3526"
"56445","Va-банк","Ухта","1193","2744","2867"
"53539","Британские неучи","Кембридж","1195","2741","0"
"37615","Послезавтра","Львов","1197","2736","1997"
"64239","Anathema","Москва","1196","2736","2098"
"50684","Е27","Архангельск","1198","2733","3067"
"57165","Неспортивное поведение","Краснодар","1200","2732","3739"
"60283","Боевые совы","Санкт-Петербург","1199","2732","3018"
"10367","Горцы","Солигорск","1201","2729","2473"
"1106","Креатив","Кривой Рог","1203","2723","1988"
"61251","Большой проигрыватель","Логойск","1202","2723","3176"
"3476","Псевдопептиды","Берлин","1204","2717","3343"
"4146","Пи квадрат","Ташкент","1205","2714","3094"
"71906","Налим","Нью-Йорк","1206","2712","3432"
"44602","На характере","Томск","1207","2705","3320"
"62275","Совмещённый санузел","Санкт-Петербург","1208","2705","2484"
"271","Саша и медведи","Торонто","1210","2704","2083"
"61738","Право на лево","Москва","1209","2704","0"
"27021","Клюква","Зеленоград","1212","2700","3036"
"49749","Василий Тёркин, или Туда-сюда","Москва","1211","2700","2490"
"53700","Хитрый иттрий","Томск","1213","2698","0"
"52663","Два капитана","Санкт-Петербург","1214","2696","3349"
"7233","СМИ","Петрозаводск","1216","2694","2785"
"59766","Clickky","Одесса","1215","2694","0"
"73743","Ричард Гикало Третий","Минск","9999","2693","3366"
"47183","Который раз","Санкт-Петербург","1217","2688","3263"
"45495","Винный Средний","Пермь","1219","2684","2329"
"51402","Альянс света","Москва","1218","2684","2825"
"2184","Антанта","Таллин","1220","2675","2559"
"53363","Слон учёный","Выборг","1221","2674","3426"
"27502","Крейсер Аврора","Воронеж","1223","2673","2318"
"69918","Teddyhaters","Санкт-Петербург","1222","2673","3499"
"63743","Плюс Один","Курчатов","1225","2668","3384"
"46607","Борщ","Оренбург","1226","2664","3182"
"2402","От Винта - Фаренгейт 9/12","Харьков","1227","2663","2419"
"50794","Сборная имени Чапаева","Нижний Новгород","1228","2661","2332"
"49814","Леонардо","Тверь","1229","2657","2986"
"43664","Апстрик","Гомель","1231","2656","0"
"51411","451","Кишинёв","1230","2656","0"
"6494","ЧТД","Рига","1233","2654","2978"
"64537","Конструктор красного цвета","Томск","1232","2654","3829"
"45997","МС","Дубна","1234","2653","2762"
"48518","Сова","Владивосток","1235","2653","2849"
"63602","Коалоритная Коалиция Коал","Рига","1236","2643","3605"
"59934","MakeZavodGreatAgain","Северодвинск","1237","2640","2935"
"51169","Орфей","Ереван","1238","2633","2027"
"68108","Случайные люди","Шанхай","1239","2626","2994"
"53216","Чукотский дровосек","Таганрог","1240","2620","2805"
"47005","Бонобо","Душанбе","9999","2614","3268"
"72533","Медведи любого объёма","Москва","1241","2614","3142"
"66021","Подозрительный предмет","Пермь","1242","2611","0"
"38202","Возможно всё","Могилёв","1243","2606","0"
"55589","Могучая Афродита","Пермь","1244","2603","3488"
"55918","СиМ","Санкт-Петербург","1245","2602","0"
"53992","Ходим на тренировки","Сургут","1247","2599","3572"
"72758","Синие кхмеры","Брянск","1246","2599","3801"
"60398","Блейн Моно","Киев","1248","2597","2673"
"4711","Ы","Кёльн","1249","2595","2502"
"72191","Пеппи здесь","Стокгольм","1250","2593","2793"
"58018","Зимующие раки","Минск","1251","2592","3435"
"46951","Демоны Максвелла","Хабаровск","1253","2585","3102"
"60247","C-3PO","Петрозаводск","1252","2585","3375"
"5713","ЖЖ","Нюрнберг","1254","2582","0"
"48769","Клющина","Даугавпилс","1255","2580","3073"
"28173","Парадокс","Керчь","1256","2579","1714"
"2115","Пси-фактор","Архангельск","1257","2577","2885"
"69268","Убийцы убийц волков","Москва","1258","2577","3355"
"48392","Абсурдоперевод","Минск","1259","2569","2309"
"61257","Наподдав Мизинцем","Лондон","1260","2569","3062"
"48361","Мы подумаем","Копенгаген","1261","2568","2970"
"68120","7.13","Москва","1262","2567","3539"
"37920","Поросёнок Пётр","Орёл","1263","2566","2314"
"6730","Клан КП","Петрозаводск","1264","2565","2913"
"62252","Триумфальная жарка","Париж","1265","2564","3102"
"3500","Не подарок","Мурманск","1266","2563","2234"
"57418","Шесть Шершней","Москва","1267","2562","2775"
"55675","Хармпати","Минск","1268","2548","3336"
"56105","Синие дипломы","Петропавловск-Камчатский","1271","2545","2723"
"72358","Абанамат","Москва","1270","2545","3112"
"72534","5 Друзей Слоумоушена","Санкт-Петербург","1269","2545","3339"
"56072","Алинкин парк","Красноярск","1272","2540","0"
"59604","Как Тоттенхэм","Москва","1273","2540","0"
"69161","ФT","Ташкент","1274","2539","3551"
"43449","Флюгегехаймен","Москва","1276","2535","0"
